,date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT,HUFL_HULL,MUFL_MULL,LUFL_LULL
28,2/07/2016 4:00,4.554999828,3.08100009,2.451999903,1.491999984,2.193000078,1.401000023,21.38500023,3.8179999589999998,1.9719999435,1.7970000505
29,2/07/2016 5:00,5.425000191,3.282000065,3.092000008,1.70599997,2.437000036,1.462000012,22.22999954,4.353500128,2.398999989,1.9495000240000002
30,2/07/2016 6:00,5.492000103,3.282000065,2.523000002,1.491999984,2.984999895,1.462000012,20.26000023,4.387000084,2.0074999929999997,2.2234999535
31,2/07/2016 7:00,5.625999928,3.214999914,2.486999989,1.491999984,3.075999975,1.523000002,21.10400009,4.420499920999999,1.9894999865,2.2994999885
32,2/07/2016 8:00,5.559000015,3.282000065,2.594000101,1.669999957,2.924000025,1.523000002,20.61199951,4.42050004,2.132000029,2.2235000135
33,2/07/2016 9:00,5.223999977,3.214999914,2.559000015,1.56400001,2.680000067,1.462000012,18.36100006,4.2194999455,2.0615000125,2.0710000395
34,2/07/2016 10:00,9.913000107,4.956999779,6.644999981,3.305000067,3.046000004,1.552999973,20.96299934,7.434999943,4.975000024,2.2994999885
35,2/07/2016 11:00,11.78800011,5.425000191,8.173000336,2.523000002,3.686000109,1.674999952,19.41600037,8.6065001505,5.348000169,2.6805000305
36,2/07/2016 12:00,9.645000458,4.956999779,6.751999855,2.131999969,3.107000113,1.827999949,20.82299995,7.3010001185,4.441999912,2.467500031
37,2/07/2016 13:00,10.38199997,5.760000229,7.461999893,2.559000015,2.984999895,1.76699996,20.19000053,8.0710000995,5.010499954,2.3759999275
38,2/07/2016 14:00,8.774000168,4.68900013,6.111999989,2.025000095,2.894000053,1.91900003,21.31500053,6.731500149,4.068500042,2.4065000415
39,2/07/2016 15:00,10.44900036,5.157000065,6.965000153,2.451999903,2.772000074,1.735999942,22.0189991,7.8030002125,4.708500028,2.254000008
40,2/07/2016 16:00,9.845999718,4.822999954,7.035999775,2.664999962,2.894000053,1.76699996,20.68199921,7.334499836,4.8504998685,2.3305000065
41,2/07/2016 17:00,9.913000107,4.822999954,6.894000053,2.415999889,3.229000092,1.735999942,25.4659996,7.3680000305,4.6549999710000005,2.482500017
42,2/07/2016 18:00,10.64999962,4.68900013,6.928999901,2.451999903,3.381000042,1.797000051,25.88800049,7.669499875,4.690499902,2.5890000465
43,2/07/2016 19:00,10.11400032,4.354000092,6.644999981,1.812000036,3.107000113,1.735999942,27.85700035,7.234000206,4.2285000085,2.4215000275
44,2/07/2016 20:00,9.979999542,4.152999878,6.573999882,1.953999996,3.411000013,1.76699996,27.29500008,7.06649971,4.263999939,2.5889999865
45,2/07/2016 21:00,9.31000042,4.21999979,6.005000114,2.131999969,3.229000092,1.85800004,22.22999954,6.765000105,4.0685000415,2.543500066
46,2/07/2016 22:00,9.444000244,4.622000217,6.965000153,2.167999983,2.954999924,1.85800004,21.94799995,7.0330002305,4.566500068,2.406499982
47,2/07/2016 23:00,9.444000244,4.287000179,6.822999954,2.559000015,2.588999987,1.735999942,27.29500008,6.8655002115,4.6909999845,2.1624999645
48,3/07/2016 0:00,10.38199997,5.425000191,7.604000092,2.309999943,2.954999924,1.674999952,29.33499908,7.903500080500001,4.9570000174999995,2.314999938
49,3/07/2016 1:00,9.779000282,5.223999977,6.71600008,2.842999935,2.650000095,1.674999952,26.02799988,7.5015001295,4.779500007499999,2.1625000235000003
50,3/07/2016 2:00,10.38199997,4.68900013,7.320000172,2.203000069,2.984999895,1.85800004,24.34000015,7.5355000500000004,4.7615001205,2.4214999675
51,3/07/2016 3:00,9.779000282,4.152999878,6.822999954,1.99000001,2.528000116,1.674999952,26.45000076,6.966000080000001,4.406499982,2.101500034
52,3/07/2016 4:00,10.71700001,4.756000042,7.355999947,2.806999922,2.650000095,1.797000051,25.95800018,7.736500026,5.0814999345,2.2235000730000003
53,3/07/2016 5:00,10.31499958,4.68900013,7.390999794,2.451999903,2.924000025,1.85800004,24.05900002,7.501999855,4.9214998485,2.3910000325
54,3/07/2016 6:00,12.59200001,5.223999977,8.670999527,2.203000069,3.71600008,1.949000001,25.32500076,8.907999993499999,5.4369997979999996,2.8325000405000003
55,3/07/2016 7:00,11.11900043,4.622000217,7.888999939,2.842999935,3.625,1.91900003,23.63699913,7.8705003235,5.365999937,2.772000015
56,3/07/2016 8:00,10.64999962,4.421000004,7.035999775,2.025000095,3.594000101,1.91900003,26.37999916,7.535499811999999,4.530499935,2.7565000655
57,3/07/2016 9:00,10.04699993,4.21999979,6.43200016,1.669999957,3.686000109,1.949000001,27.36499977,7.133499860000001,4.0510000585,2.817500055
58,3/07/2016 10:00,11.72099972,5.090000153,7.888999939,2.559000015,3.563999891,1.85800004,28.06800079,8.4054999365,5.223999977,2.7109999655
59,3/07/2016 11:00,12.12300014,5.357999802,8.065999985,2.486999989,4.081999779,1.91900003,29.47500038,8.740499971,5.276499986999999,3.0004999045000003
60,3/07/2016 12:00,9.979999542,5.022999763,6.857999802,2.559000015,3.289999962,1.85800004,26.80200005,7.5014996525,4.7084999085,2.574000001
61,3/07/2016 13:00,9.243000031,4.956999779,6.289999962,2.630000114,3.137000084,1.888000011,29.96800041,7.099999905,4.4600000379999996,2.5125000474999997
62,3/07/2016 14:00,10.18099976,5.425000191,7.177999973,3.019999981,3.075999975,1.888000011,30.38999939,7.802999975500001,5.098999977,2.481999993
63,3/07/2016 15:00,9.645000458,5.425000191,7.106999874,2.664999962,3.015000105,1.827999949,31.16399956,7.5350003245,4.885999918,2.421500027
64,3/07/2016 16:00,9.779000282,4.889999866,6.502999783,2.984999895,3.075999975,2.00999999,29.75699997,7.334500074,4.743999839,2.5429999825
65,3/07/2016 17:00,11.11900043,5.157000065,7.320000172,2.914000034,3.806999922,1.980000019,32.28900146,8.138000247499999,5.1170001030000005,2.8934999705
66,3/07/2016 18:00,11.05200005,4.956999779,7.390999794,2.523000002,3.686000109,1.980000019,31.93799973,8.0044999145,4.956999897999999,2.833000064
67,3/07/2016 19:00,10.7840004,4.889999866,7.214000225,2.486999989,3.594000101,1.888000011,28.56100082,7.837000133,4.850500107,2.741000056
68,3/07/2016 20:00,11.18599987,4.889999866,7.177999973,2.345000029,3.960000038,1.91900003,21.52599907,8.037999868,4.761500001,2.939500034
69,3/07/2016 21:00,10.44900036,4.889999866,6.610000134,2.309999943,3.806999922,2.040999889,22.22999954,7.669500113,4.4600000385,2.9239999055
70,3/07/2016 22:00,9.578000069,5.760000229,6.787000179,3.127000093,3.259000063,1.888000011,19.41600037,7.669000149,4.957000136,2.5735000369999996
71,3/07/2016 23:00,9.31000042,5.760000229,6.610000134,3.055999994,3.167999983,1.888000011,18.5720005,7.5350003245,4.833000064,2.527999997
72,4/07/2016 0:00,9.913000107,5.894000053,6.254000187,2.630000114,3.015000105,1.85800004,21.66699982,7.903500080000001,4.4420001505,2.4365000725
73,4/07/2016 1:00,8.975000381,4.956999779,6.289999962,2.664999962,2.862999916,1.827999949,25.5359993,6.96600008,4.477499962,2.3454999325
74,4/07/2016 2:00,8.640000343,4.822999954,6.147999763,2.594000101,2.924000025,1.827999949,27.85700035,6.7315001485,4.370999932,2.375999987
75,4/07/2016 3:00,9.175999641,5.492000103,5.578999996,2.381000042,2.862999916,1.85800004,27.9279995,7.333999872,3.980000019,2.360499978
76,4/07/2016 4:00,9.109000206,4.822999954,5.650000095,2.523000002,2.772000074,1.797000051,24.62100029,6.96600008,4.0865000485,2.2845000625000003
77,4/07/2016 5:00,9.845999718,5.559000015,5.96999979,2.948999882,3.107000113,1.888000011,23.84799957,7.7024998665,4.459499836,2.497500062
78,4/07/2016 6:00,11.5880003,5.425000191,7.390999794,2.806999922,3.806999922,1.980000019,23.0739994,8.5065002455,5.098999858,2.8934999705
79,4/07/2016 7:00,11.78800011,6.09499979,7.214000225,2.984999895,3.898999929,2.040999889,22.51099968,8.94149995,5.0995000600000004,2.969999909
80,4/07/2016 8:00,10.58300018,5.960999966,7.143000126,2.914000034,3.654999971,2.071000099,21.66699982,8.272000073000001,5.02850008,2.8630000349999998
81,4/07/2016 9:00,11.5880003,6.296000004,7.568999767,3.055999994,3.471999884,2.00999999,25.39500046,8.942000151999999,5.3124998805,2.7409999369999998
82,4/07/2016 10:00,11.92199993,6.229000092,7.710999966,3.055999994,3.746000051,1.949000001,25.18400002,9.075500010999999,5.38349998,2.847500026
83,4/07/2016 11:00,12.32400036,5.559000015,8.421999931,3.233999968,4.203000069,1.980000019,29.54599953,8.941500187499999,5.8279999495000006,3.091500044
84,4/07/2016 12:00,10.38199997,5.894000053,6.857999802,2.630000114,3.563999891,1.949000001,29.47500038,8.1380000115,4.743999958,2.756499946
85,4/07/2016 13:00,10.04699993,5.425000191,6.751999855,3.019999981,3.319999933,1.949000001,29.26399994,7.7360000605,4.8859999179999996,2.634499967
86,4/07/2016 14:00,10.51599979,6.027999878,7.106999874,3.375999928,3.137000084,1.91900003,30.95299911,8.271999834,5.241499901,2.528000057
87,4/07/2016 15:00,10.71700001,6.09499979,6.787000179,3.019999981,3.167999983,2.00999999,31.72599983,8.4059999,4.90350008,2.5889999865
88,4/07/2016 16:00,9.979999542,5.022999763,6.502999783,2.559000015,3.441999912,2.040999889,33.13299942,7.5014996525,4.530999899,2.7414999005
89,4/07/2016 17:00,11.31999969,5.090000153,7.355999947,2.451999903,3.868000031,2.040999889,28.9829998,8.2049999215,4.903999925,2.9544999599999997
90,4/07/2016 18:00,11.38700008,4.956999779,7.355999947,2.451999903,4.295000076,2.193000078,28.9829998,8.1719999295,4.903999925,3.244000077
91,4/07/2016 19:00,9.376999855,3.88499999,6.894000053,2.239000082,2.467000008,1.187999964,31.72599983,6.630999922499999,4.5665000675,1.8274999859999999
92,4/07/2016 20:00,10.11400032,4.085999966,7.143000126,2.239000082,2.954999924,1.462000012,25.18400002,7.100000143000001,4.691000104,2.208499968
93,4/07/2016 21:00,10.38199997,4.822999954,6.894000053,2.309999943,3.503000021,2.00999999,30.53100014,7.6024999620000004,4.601999998,2.7565000055
94,4/07/2016 22:00,9.645000458,4.889999866,6.610000134,1.91900003,3.259000063,1.91900003,27.64599991,7.267500162,4.264500082,2.5890000465
95,4/07/2016 23:00,12.72599983,6.497000217,9.345999718,3.482000113,3.167999983,1.980000019,25.4659996,9.6115000235,6.4139999155,2.574000001
96,5/07/2016 0:00,11.98900032,5.625999928,8.777000427,2.948999882,3.197999954,1.980000019,25.95800018,8.807500124,5.8630001545,2.5889999865
97,5/07/2016 1:00,12.52499962,6.296000004,8.954999924,3.163000107,3.137000084,2.00999999,25.95800018,9.410499812,6.0590000155,2.5735000369999996
98,5/07/2016 2:00,12.32400036,6.296000004,8.812999725,3.375999928,2.984999895,1.91900003,26.02799988,9.310000182,6.0944998265,2.4519999625
99,5/07/2016 3:00,10.71700001,5.425000191,8.065999985,2.878000021,2.832999945,1.85800004,28.91300011,8.0710001005,5.472000003,2.3454999925
100,5/07/2016 4:00,11.31999969,5.625999928,7.676000118,2.630000114,3.046000004,1.888000011,30.45999908,8.472999809,5.153000116,2.4670000075000003
101,5/07/2016 5:00,10.85099983,4.68900013,6.822999954,1.883000016,3.319999933,2.040999889,31.375,7.76999998,4.352999985,2.680499911
102,5/07/2016 6:00,13.32900047,5.425000191,8.883999825,2.736000061,4.081999779,1.949000001,32.7820015,9.3770003305,5.809999943,3.01549989
103,5/07/2016 7:00,11.45400047,5.223999977,7.853000164,2.772000074,3.654999971,2.00999999,31.72599983,8.339000223500001,5.312500119,2.8324999804999997
104,5/07/2016 8:00,11.05200005,5.960999966,7.461999893,3.127000093,3.563999891,2.101999998,30.31999969,8.506500008,5.294499993,2.8329999445
105,5/07/2016 9:00,10.98499966,6.027999878,7.532999992,2.700999975,3.411000013,2.040999889,30.45999908,8.506499769,5.1169999834999995,2.7259999510000004
106,5/07/2016 10:00,12.79300022,5.960999966,8.56400013,3.447000027,3.838000059,2.163000107,32.92200089,9.377000093,6.0055000785,3.000500083
107,5/07/2016 11:00,13.39599991,6.429999828,8.741999626,3.482000113,4.598999977,2.253999949,31.09300041,9.912999869,6.1119998695,3.426499963
108,5/07/2016 12:00,11.25300026,5.425000191,7.676000118,2.736000061,3.594000101,2.00999999,25.67700005,8.3390002255,5.2060000895,2.8020000455
109,5/07/2016 13:00,9.913000107,4.554999828,6.681000233,2.309999943,3.319999933,1.91900003,27.15399933,7.2339999675,4.495500088,2.6194999815
110,5/07/2016 14:00,10.18099976,5.357999802,7.320000172,2.486999989,3.319999933,2.071000099,28.77199936,7.769499781,4.903500080500001,2.695500016
111,5/07/2016 15:00,10.85099983,5.223999977,7.249000072,2.415999889,3.319999933,1.949000001,30.60099983,8.037499903499999,4.8324999805,2.634499967
112,5/07/2016 16:00,10.04699993,5.022999763,6.894000053,2.736000061,3.167999983,2.253999949,32.00799942,7.5349998465,4.815000057,2.710999966
113,5/07/2016 17:00,11.92199993,5.425000191,7.923999786,2.878000021,4.386000156,2.101999998,33.13299942,8.6735000605,5.400999903500001,3.244000077
114,5/07/2016 18:00,11.45400047,4.956999779,7.461999893,2.345000029,3.99000001,2.040999889,31.51499939,8.2055001245,4.903499961,3.0154999495
115,5/07/2016 19:00,10.85099983,4.68900013,7.071000099,2.345000029,3.806999922,1.949000001,31.02300072,7.76999998,4.708000064,2.8779999615
116,5/07/2016 20:00,11.18599987,4.622000217,7.284999847,2.203000069,3.898999929,1.888000011,31.44499969,7.9040000435,4.743999958,2.8934999699999997
117,5/07/2016 21:00,10.64999962,4.68900013,6.894000053,2.167999983,3.806999922,2.00999999,31.72599983,7.669499875,4.531000018,2.908499956
118,5/07/2016 22:00,9.979999542,4.354000092,6.644999981,1.91900003,3.563999891,1.980000019,30.95299911,7.166999817,4.2820000055,2.771999955
119,5/07/2016 23:00,11.85499954,5.760000229,7.81799984,2.700999975,3.259000063,1.949000001,30.45999908,8.8074998845,5.2594999075,2.604000032
120,6/07/2016 0:00,10.38199997,5.090000153,6.467000008,2.842999935,3.015000105,1.827999949,28.91300011,7.7360000615,4.6549999715000006,2.421500027
121,6/07/2016 1:00,10.71700001,5.425000191,7.498000145,2.309999943,2.832999945,1.91900003,30.38999939,8.0710001005,4.904000044,2.3759999875
122,6/07/2016 2:00,10.85099983,5.357999802,7.81799984,2.878000021,2.832999945,1.85800004,31.51499939,8.104499816,5.3479999305,2.3454999925
123,6/07/2016 3:00,9.779000282,5.157000065,5.96999979,2.345000029,3.167999983,2.131999969,31.23399925,7.4680001735,4.1574999095,2.649999976
124,6/07/2016 4:00,9.376999855,4.487999916,6.254000187,2.273999929,3.015000105,2.040999889,30.53100014,6.9324998854999995,4.264000058,2.527999997
125,6/07/2016 5:00,11.38700008,5.559000015,7.853000164,2.842999935,3.259000063,2.345000029,30.10899925,8.4730000475,5.3480000494999995,2.802000046
126,6/07/2016 6:00,11.85499954,4.487999916,8.208999634,2.096999884,3.868000031,1.85800004,30.31999969,8.171499728,5.152999759,2.8630000355
127,6/07/2016 7:00,12.52499962,6.162000179,9.131999969,3.625,3.532999992,1.888000011,29.61599922,9.3434998995,6.3784999845,2.7105000015
128,6/07/2016 8:00,12.72599983,6.362999916,9.345999718,3.375999928,3.71600008,1.980000019,30.53100014,9.544499873,6.360999823,2.8480000495
129,6/07/2016 9:00,11.11900043,4.756000042,7.177999973,2.131999969,3.349999905,1.980000019,32.99300003,7.937500236,4.6549999710000005,2.664999962
130,6/07/2016 10:00,11.78800011,4.889999866,8.031000137,2.451999903,3.563999891,1.85800004,30.24900055,8.338999988000001,5.24150002,2.7109999655
131,6/07/2016 11:00,13.12800026,4.956999779,8.670999527,2.772000074,3.99000001,1.91900003,30.24900055,9.0425000195,5.7214998005,2.9545000200000002
132,6/07/2016 12:00,10.58300018,4.756000042,7.0,2.061000109,2.954999924,1.644999981,30.67099953,7.6695001110000005,4.5305000545,2.2999999525
133,6/07/2016 13:00,10.31499958,5.290999889,7.498000145,2.345000029,3.046000004,1.70599997,31.58600044,7.8029997345,4.921500087,2.375999987
134,6/07/2016 14:00,9.444000244,5.022999763,6.965000153,2.203000069,2.650000095,1.644999981,31.93799973,7.2335000035,4.584000111,2.147500038
135,6/07/2016 15:00,10.44900036,4.21999979,7.0,2.381000042,2.710999966,1.583999991,28.9829998,7.334500074999999,4.690500021,2.1474999785
136,6/07/2016 16:00,9.845999718,4.085999966,7.071000099,1.91900003,2.710999966,1.552999973,27.71699905,6.965999842,4.4950000645,2.1319999695
137,6/07/2016 17:00,10.98499966,4.756000042,7.639999866,2.630000114,3.289999962,1.644999981,30.67099953,7.870499851,5.13499999,2.4674999715
138,6/07/2016 18:00,10.71700001,4.287000179,7.320000172,2.096999884,3.319999933,1.644999981,24.34000015,7.5020000945,4.7085000280000004,2.482499957
139,6/07/2016 19:00,9.175999641,3.549999952,6.005000114,1.56400001,3.107000113,1.613999963,29.68600082,6.3629997965000005,3.784500062,2.3605000379999996
140,6/07/2016 20:00,9.645000458,4.152999878,6.254000187,1.457000017,3.411000013,1.735999942,30.24900055,6.899000168000001,3.8555001019999997,2.5734999775
141,6/07/2016 21:00,8.505999565,2.880000114,5.436999798,0.745999992,3.532999992,1.827999949,29.96800041,5.6929998395,3.091499895,2.6804999705
142,6/07/2016 22:00,10.51599979,3.348999977,7.106999874,1.279000044,3.259000063,1.644999981,29.54599953,6.9324998835,4.192999959,2.452000022
143,6/07/2016 23:00,13.39599991,4.68900013,10.23400021,2.381000042,3.259000063,1.674999952,28.49099922,9.04250002,6.307500126,2.4670000075
144,7/07/2016 0:00,12.59200001,5.157000065,9.204000473,2.309999943,2.772000074,1.613999963,28.56100082,8.874500037499999,5.757000208,2.1930000185000003
145,7/07/2016 1:00,14.19999981,6.229000092,11.19400024,3.447000027,2.559000015,1.552999973,28.77199936,10.214499951,7.3205001334999995,2.055999994
146,7/07/2016 2:00,12.59200001,6.229000092,10.9090004,3.696000099,2.528000116,1.523000002,27.71699905,9.410500051,7.3025002494999995,2.025500059
147,7/07/2016 3:00,14.2670002,6.362999916,11.12199974,3.872999907,2.832999945,1.674999952,28.13899994,10.315000057999999,7.4974998235,2.2539999485
148,7/07/2016 4:00,12.59200001,5.090000153,9.204000473,2.772000074,2.680000067,1.827999949,27.36499977,8.841000081499999,5.988000273500001,2.254000008
149,7/07/2016 5:00,13.73099995,5.625999928,10.66100025,2.984999895,3.229000092,1.76699996,26.73200035,9.678499939,6.8230000725,2.498000026
150,7/07/2016 6:00,15.13700008,5.760000229,11.22900009,2.948999882,3.319999933,1.644999981,26.37999916,10.4485001545,7.088999985999999,2.482499957
151,7/07/2016 7:00,14.2670002,5.960999966,10.80300045,3.197999954,3.381000042,1.797000051,25.39500046,10.114000083,7.0005002020000004,2.5890000465
152,7/07/2016 8:00,12.52499962,5.090000153,9.31000042,3.055999994,3.075999975,1.797000051,27.9279995,8.8074998865,6.183000207,2.436500013
153,7/07/2016 9:00,12.32400036,5.559000015,8.670999527,2.842999935,3.015000105,1.674999952,28.9829998,8.941500187499999,5.756999731,2.3450000285
154,7/07/2016 10:00,13.26200008,6.09499979,9.807999611,2.842999935,3.441999912,1.76699996,29.75699997,9.678499935,6.325499773,2.604499936
155,7/07/2016 11:00,12.32400036,4.956999779,8.244000435,2.559000015,3.99000001,1.735999942,30.60099983,8.6405000695,5.401500225,2.8629999760000002
156,7/07/2016 12:00,9.645000458,3.617000103,6.787000179,1.598999977,3.046000004,1.523000002,32.64099884,6.6310002805,4.193000078,2.2845000030000002
157,7/07/2016 13:00,10.51599979,4.554999828,7.390999794,2.131999969,2.802000046,1.552999973,35.38499832,7.535499809,4.7614998815,2.1775000095
158,7/07/2016 14:00,9.376999855,3.818000078,6.573999882,1.56400001,2.650000095,1.552999973,37.2840004,6.597499966499999,4.068999946,2.101500034
159,7/07/2016 15:00,9.109000206,3.684000015,6.610000134,1.598999977,2.588999987,2.131999969,38.47999954,6.3965001105,4.1045000555,2.360499978
160,7/07/2016 16:00,9.243000031,3.415999889,6.538000107,1.70599997,2.984999895,1.552999973,36.79100037,6.32949996,4.1220000385,2.268999934
161,7/07/2016 17:00,10.44900036,4.21999979,7.320000172,2.096999884,3.229000092,1.523000002,34.11800003,7.334500074999999,4.7085000280000004,2.3760000470000002
162,7/07/2016 18:00,11.05200005,4.287000179,7.604000092,1.99000001,3.471999884,1.674999952,33.8370018,7.6695001145,4.7970000509999995,2.573499918
163,7/07/2016 19:00,10.11400032,4.085999966,6.857999802,1.953999996,3.259000063,1.644999981,33.27399826,7.100000143000001,4.405999899,2.452000022
164,7/07/2016 20:00,11.11900043,4.152999878,7.427000046,1.91900003,3.746000051,1.674999952,32.92200089,7.6360001539999995,4.673000038,2.7105000015000003
165,7/07/2016 21:00,10.44900036,3.282000065,7.106999874,1.279000044,3.594000101,1.70599997,33.62599945,6.8655002125,4.192999959,2.6500000354999997
166,7/07/2016 22:00,10.51599979,3.88499999,7.355999947,1.598999977,3.167999983,1.674999952,32.64099884,7.20049989,4.477499962,2.4214999675
167,7/07/2016 23:00,11.85499954,5.357999802,8.883999825,3.197999954,3.075999975,1.552999973,31.58600044,8.606499671,6.0409998895,2.3144999740000003
168,8/07/2016 0:00,11.85499954,4.756000042,8.883999825,2.984999895,2.954999924,1.523000002,31.09300041,8.305499790999999,5.93449986,2.238999963
169,8/07/2016 1:00,10.38199997,4.756000042,7.994999886,2.630000114,2.497999907,1.340000033,30.74200058,7.5690000060000004,5.3125,1.91899997
170,8/07/2016 2:00,11.18599987,5.223999977,8.706000328,2.594000101,2.375999928,1.401000023,29.33499908,8.2049999235,5.6500002145,1.8884999755
171,8/07/2016 3:00,10.24800014,4.554999828,7.747000217,2.736000061,2.437000036,1.491999984,28.77199936,7.401499984,5.241500139,1.96450001
172,8/07/2016 4:00,10.91800022,4.085999966,8.244000435,2.594000101,2.315000057,1.462000012,29.12400055,7.5020000929999995,5.419000268,1.8885000345000003
173,8/07/2016 5:00,12.6590004,5.223999977,9.416999817,2.700999975,2.894000053,1.613999963,29.26399994,8.941500188500001,6.058999896,2.254000008
174,8/07/2016 6:00,13.59700012,5.425000191,9.737000465,2.984999895,3.471999884,1.644999981,29.40500069,9.5110001555,6.36100018,2.5584999325
175,8/07/2016 7:00,10.38199997,4.085999966,7.214000225,2.025000095,3.289999962,1.644999981,28.91300011,7.233999968000001,4.61950016,2.4674999715
176,8/07/2016 8:00,9.979999542,4.554999828,6.71600008,2.273999929,3.289999962,1.797000051,29.89699936,7.267499685,4.4950000045,2.5435000065
177,8/07/2016 9:00,9.645000458,4.019000053,6.894000053,2.594000101,3.015000105,1.644999981,30.53100014,6.832000255500001,4.744000077,2.330000043
178,8/07/2016 10:00,11.72099972,4.756000042,7.994999886,2.167999983,3.381000042,1.735999942,30.67099953,8.238499881,5.0814999345,2.5584999920000002
179,8/07/2016 11:00,11.78800011,4.21999979,8.031000137,2.131999969,3.928999901,1.827999949,30.67099953,8.00399995,5.081500053,2.878499925
180,8/07/2016 12:00,10.44900036,4.085999966,7.355999947,1.812000036,3.167999983,1.674999952,31.09300041,7.267500162999999,4.5839999915,2.4214999675
181,8/07/2016 13:00,10.18099976,3.415999889,6.857999802,1.741000056,3.046000004,1.613999963,30.88199997,6.7984998245,4.299499929,2.3299999835
182,8/07/2016 14:00,12.92700005,5.022999763,6.751999855,1.527999997,5.696000099,2.223999977,32.71099854,8.974999906499999,4.139999926,3.960000038
