,date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
5169,2017-01-02 09:00:00,10.04699993,-1.273000002,6.71600008,-2.309999943,3.229000092,0.456999987,4.854000092
5170,2017-01-02 10:00:00,6.631000042,-1.473999977,3.588999987,-2.345000029,3.015000105,0.456999987,5.486999989
5171,2017-01-02 11:00:00,7.166999817,-1.406999946,3.696000099,-2.345000029,3.381000042,0.486999989,5.697999954
5172,2017-01-02 12:00:00,9.175999641,-1.273000002,4.051000118,-2.309999943,3.319999933,0.456999987,5.90899992
5173,2017-01-02 13:00:00,7.301000118,-1.406999946,5.366000175,-2.273999929,3.046000004,0.456999987,6.823999882
5174,2017-01-02 14:00:00,8.305999756,-1.340000033,5.188000202,-2.273999929,3.107000113,0.486999989,6.40199995
5175,2017-01-02 15:00:00,8.640000343,-1.340000033,5.436999798,-2.273999929,3.259000063,0.486999989,8.090000153
5176,2017-01-02 16:00:00,10.24800014,-1.139000058,6.751999855,-2.131999969,3.532999992,0.486999989,5.979000092
5177,2017-01-02 17:00:00,12.18999958,-1.072000027,8.137999535,-2.239000082,4.081999779,0.518000007,5.839000225
5178,2017-01-02 18:00:00,12.92700005,-1.340000033,8.777000427,-2.559000015,4.203000069,0.518000007,6.40199995
5179,2017-01-02 19:00:00,15.3380003,-0.268000007,10.5539999,-1.741000056,4.782000065,0.547999978,7.315999985
5180,2017-01-02 20:00:00,16.34300041,-0.067000002,11.30000019,-1.70599997,5.086999893,0.578999996,8.159999847
5181,2017-01-02 21:00:00,16.1420002,0.0,11.37100029,-1.56400001,4.813000202,0.547999978,8.159999847
5182,2017-01-02 22:00:00,14.80300045,-0.335000008,10.51799965,-1.84800005,4.324999809,0.518000007,8.37100029
5183,2017-01-02 23:00:00,12.59200001,-1.072000027,8.954999924,-2.203000069,3.654999971,0.425999999,8.722999573
5832,2017-01-03 00:00:00,8.43900013,0.0,6.218999863,-1.741000056,1.613999963,0.670000017,12.7329998
5833,2017-01-03 01:00:00,8.104999542,0.0,6.644999981,-1.315000057,1.371000051,0.609000027,11.88899994
5834,2017-01-03 02:00:00,6.764999866,-0.469000012,5.366000175,-1.669999957,1.371000051,0.609000027,11.46700001
5835,2017-01-03 03:00:00,7.568999767,0.0,6.183000088,-1.457000017,1.462000012,0.670000017,12.02900028
5836,2017-01-03 04:00:00,8.505999565,0.268000007,6.751999855,-1.421000004,1.523000002,0.760999978,12.80300045
5837,2017-01-03 05:00:00,6.831999779,-0.736999989,5.258999825,-2.131999969,1.85800004,0.731000006,12.59200001
5838,2017-01-03 06:00:00,8.840999603,-1.072000027,6.254000187,-1.84800005,2.345000029,0.760999978,10.3409996
5839,2017-01-03 07:00:00,10.11400032,-0.536000013,6.965000153,-1.207999945,2.984999895,0.883000016,8.581999779
5840,2017-01-03 08:00:00,8.505999565,0.536000013,5.258999825,-0.711000025,2.802000046,0.975000024,8.442000389
5841,2017-01-03 09:00:00,4.756000042,0.40200001,1.91900003,-1.386000037,2.588999987,0.944000006,8.652999878
5842,2017-01-03 10:00:00,3.88499999,1.20599997,0.425999999,-0.888000011,3.686000109,1.371000051,9.00399971
5843,2017-01-03 11:00:00,3.951999903,0.80400002,0.639999986,-0.958999991,3.77699995,1.218000054,9.215000153
5844,2017-01-03 12:00:00,-9.578000069,1.340000033,-12.29500008,0.071000002,2.528000116,0.975000024,8.86400032
5845,2017-01-03 13:00:00,-6.899000168,1.942000031,-10.44699955,0.675000012,2.954999924,1.218000054,9.425999641
5846,2017-01-03 14:00:00,-5.960999966,1.807999969,-8.527999878,0.532999992,2.345000029,1.097000003,9.355999947
5847,2017-01-03 15:00:00,-0.938000023,0.602999985,-3.375999928,-0.213,2.588999987,1.097000003,8.652999878
5848,2017-01-03 16:00:00,3.750999928,-0.268000007,0.603999972,-1.527999997,2.497999907,0.944000006,9.286000252
5849,2017-01-03 17:00:00,4.21999979,-0.40200001,2.664999962,-1.421000004,2.650000095,0.731000006,9.00399971
5850,2017-01-03 18:00:00,6.764999866,-1.072000027,4.229000092,-2.309999943,2.588999987,0.760999978,8.020000458
5851,2017-01-03 19:00:00,8.104999542,-0.870999992,4.796999931,-2.273999929,3.349999905,1.036000013,8.934000015
5852,2017-01-03 20:00:00,7.301000118,-1.139000058,4.584000111,-2.415999889,2.680000067,0.760999978,8.512000084
5853,2017-01-03 21:00:00,8.23900032,-1.60800004,6.218999863,-2.736000061,2.163000107,0.670000017,6.612999916
5854,2017-01-03 22:00:00,8.640000343,0.335000008,6.894000053,-1.207999945,1.76699996,0.700999975,7.809000015
5855,2017-01-03 23:00:00,10.38199997,0.736999989,8.350999832,-0.711000025,1.613999963,0.578999996,7.668000221
6576,2017-01-04 00:00:00,13.39599991,2.210000038,11.40699959,0.497000009,1.76699996,0.852999985,10.69299984
6577,2017-01-04 01:00:00,12.52499962,1.473999977,10.9090004,0.319999993,1.70599997,0.852999985,11.46700001
6578,2017-01-04 02:00:00,12.12300014,1.875,9.949999809,0.071000002,1.644999981,0.852999985,11.88899994
6579,2017-01-04 03:00:00,13.32900047,2.880000114,11.58399963,0.852999985,1.613999963,0.822000027,11.32600021
6580,2017-01-04 04:00:00,12.85999966,1.406999946,10.73200035,0.532999992,1.735999942,0.760999978,11.81799984
6581,2017-01-04 05:00:00,14.60200024,2.947000027,12.93500042,1.421000004,1.735999942,0.731000006,11.18500042
6582,2017-01-04 06:00:00,16.00799942,2.477999926,13.46800041,0.852999985,2.467000008,0.700999975,9.145000458
6583,2017-01-04 07:00:00,12.05599976,1.875,9.416999817,0.639999986,2.680000067,0.822000027,9.215000153
6584,2017-01-04 08:00:00,8.104999542,3.013999939,5.578999996,1.491999984,2.618999958,1.065999985,9.637999535
6585,2017-01-04 09:00:00,-2.142999887,2.477999926,-4.93900013,0.497000009,2.680000067,1.309999943,10.76299953
6586,2017-01-04 10:00:00,-6.229000092,1.942000031,-8.812999725,0.284000009,2.894000053,1.279000044,12.38099957
6587,2017-01-04 11:00:00,-12.25699997,3.214999914,-15.67099953,1.457000017,3.046000004,1.126999974,12.10000038
6588,2017-01-04 12:00:00,-15.13700008,2.545000076,-17.4829998,0.745999992,2.253999949,0.883000016,12.31099987
6589,2017-01-04 13:00:00,-12.59200001,3.951999903,-15.45800018,2.025000095,2.740999937,1.126999974,12.17000008
6590,2017-01-04 14:00:00,-11.38700008,3.013999939,-14.03600025,1.279000044,2.437000036,1.340000033,12.8739996
6591,2017-01-04 15:00:00,-7.099999905,2.477999926,-10.625,0.888000011,2.740999937,1.279000044,13.36600018
6592,2017-01-04 16:00:00,-2.075999975,1.541000009,-5.578999996,0.213,3.289999962,1.371000051,14.63199997
6593,2017-01-04 17:00:00,4.152999878,0.0,0.532999992,-1.315000057,3.471999884,1.218000054,14.70300007
6594,2017-01-04 18:00:00,7.166999817,-0.469000012,3.90899992,-2.061000109,3.349999905,1.036000013,14.84300041
6595,2017-01-04 19:00:00,8.038000107,-0.602999985,5.436999798,-1.883000016,2.832999945,0.883000016,13.50699997
6596,2017-01-04 20:00:00,8.104999542,-0.670000017,5.117000103,-2.131999969,2.984999895,0.852999985,13.78800011
6597,2017-01-04 21:00:00,7.769999981,-1.340000033,4.974999905,-1.741000056,2.650000095,0.944000006,13.71800041
6598,2017-01-04 22:00:00,7.166999817,-0.938000023,4.65500021,-2.167999983,2.467000008,0.944000006,12.7329998
6599,2017-01-04 23:00:00,8.840999603,0.0,6.538000107,-1.243999958,2.223999977,0.731000006,12.59200001
7296,2017-01-05 00:00:00,11.5880003,3.348999977,7.355999947,1.421000004,4.538000107,1.523000002,19.20499992
7297,2017-01-05 01:00:00,10.91800022,2.611999989,6.71600008,0.569000006,4.447000027,1.432000041,19.27499962
7298,2017-01-05 02:00:00,10.31499958,2.545000076,6.147999763,0.532999992,4.324999809,1.462000012,19.27499962
7299,2017-01-05 03:00:00,10.7840004,2.678999901,6.610000134,0.745999992,4.203000069,1.432000041,18.71199989
7300,2017-01-05 04:00:00,10.44900036,2.210000038,6.573999882,0.745999992,4.081999779,1.371000051,18.14999962
7301,2017-01-05 05:00:00,11.45400047,2.344000101,6.751999855,0.639999986,4.690999985,1.432000041,17.65699959
7302,2017-01-05 06:00:00,12.05599976,2.611999989,6.857999802,0.425999999,5.269000053,1.552999973,16.60199928
7303,2017-01-05 07:00:00,4.21999979,1.674000025,1.243999958,0.569000006,2.437000036,0.944000006,16.03899956
7304,2017-01-05 08:00:00,-0.067000002,1.004999995,-2.415999889,-0.071000002,2.437000036,1.097000003,15.75800037
7305,2017-01-05 09:00:00,-2.812999964,0.602999985,-5.401000023,-0.462000012,2.345000029,1.097000003,16.74300003
7306,2017-01-05 10:00:00,-9.51099968,1.004999995,-12.01099968,-0.213,2.710999966,1.004999995,17.37599945
7307,2017-01-05 11:00:00,0.602999985,0.0,-1.421000004,-0.639999986,2.131999969,0.609000027,18.07900047
7308,2017-01-05 12:00:00,-1.004999995,-0.268000007,-2.842999935,-1.031000018,1.523000002,0.578999996,18.92300034
7309,2017-01-05 13:00:00,0.602999985,0.0,-1.527999997,-0.711000025,1.613999963,0.670000017,18.78300095
7310,2017-01-05 14:00:00,2.344000101,0.134000003,0.391000003,-0.603999972,1.644999981,0.700999975,20.19000053
7311,2017-01-05 15:00:00,2.880000114,0.201000005,0.532999992,-0.639999986,2.071000099,0.852999985,19.48600006
7312,2017-01-05 16:00:00,4.756000042,0.134000003,2.239000082,-0.711000025,2.193000078,0.791999996,16.18000031
7313,2017-01-05 17:00:00,5.223999977,0.201000005,2.984999895,-0.639999986,2.650000095,0.822000027,18.07900047
7314,2017-01-05 18:00:00,5.894000053,0.067000002,3.339999914,-0.782000005,2.315000057,0.700999975,17.23500061
7315,2017-01-05 19:00:00,6.09499979,0.067000002,3.552999973,-0.924000025,2.710999966,0.913999975,15.54699993
7316,2017-01-05 20:00:00,6.362999916,0.268000007,3.625,-0.782000005,2.680000067,0.944000006,14.42099953
7317,2017-01-05 21:00:00,5.425000191,0.067000002,3.055999994,-0.852999985,2.28399992,0.883000016,15.40600014
7318,2017-01-05 22:00:00,5.022999763,0.268000007,2.700999975,-0.888000011,2.28399992,1.036000013,14.98400021
7319,2017-01-05 23:00:00,5.357999802,0.335000008,3.019999981,-0.711000025,2.223999977,1.065999985,15.125
8040,2017-01-06 00:00:00,8.706999779,2.477999926,6.254000187,1.457000017,2.345000029,1.126999974,21.52599907
8041,2017-01-06 01:00:00,8.640000343,3.549999952,5.934000015,1.669999957,2.193000078,0.944000006,21.52599907
8042,2017-01-06 02:00:00,9.109000206,3.415999889,6.467000008,1.63499999,2.040999889,0.975000024,22.0189991
8043,2017-01-06 03:00:00,9.779000282,3.214999914,7.284999847,2.381000042,2.163000107,0.944000006,22.1590004
8044,2017-01-06 04:00:00,10.38199997,4.21999979,7.676000118,2.131999969,2.040999889,0.913999975,22.0189991
8045,2017-01-06 05:00:00,11.31999969,4.019000053,8.244000435,2.345000029,2.680000067,0.975000024,21.87800026
8046,2017-01-06 06:00:00,7.703000069,2.947000027,4.868000031,1.386000037,3.046000004,1.218000054,21.24500084
8047,2017-01-06 07:00:00,7.368000031,3.348999977,4.690999985,2.167999983,2.680000067,1.432000041,22.51099968
8048,2017-01-06 08:00:00,3.549999952,3.214999914,1.77699995,1.527999997,2.101999998,1.097000003,20.61199951
8049,2017-01-06 09:00:00,1.072000027,2.611999989,-1.491999984,1.386000037,2.193000078,0.944000006,21.73699951
8050,2017-01-06 10:00:00,-3.013999939,3.214999914,-6.147999763,1.386000037,2.28399992,0.944000006,22.0189991
8051,2017-01-06 11:00:00,-11.78800011,3.282000065,-14.25,1.70599997,2.650000095,1.097000003,22.72200012
8052,2017-01-06 12:00:00,-11.45400047,4.085999966,-14.25,1.91900003,2.345000029,1.218000054,22.93300056
8053,2017-01-06 13:00:00,-10.58300018,3.013999939,-13.53899956,0.816999972,2.528000116,1.126999974,23.49600029
8054,2017-01-06 14:00:00,-1.406999946,2.812999964,-4.229000092,1.421000004,2.345000029,1.065999985,23.70700073
8055,2017-01-06 15:00:00,-6.162000179,2.812999964,-8.706000328,1.101999998,2.315000057,1.097000003,24.83200073
8056,2017-01-06 16:00:00,-1.942000031,2.880000114,-4.406000137,1.457000017,2.345000029,1.218000054,25.04400063
8057,2017-01-06 17:00:00,3.549999952,2.947000027,1.457000017,1.63499999,2.710999966,1.309999943,25.18400002
8058,2017-01-06 18:00:00,5.894000053,2.746000051,3.127000093,1.350000024,2.802000046,1.187999964,24.1989994
8059,2017-01-06 19:00:00,8.572999954,2.678999901,5.472000122,1.207999945,3.197999954,1.340000033,23.1439991
8060,2017-01-06 20:00:00,10.04699993,2.746000051,6.324999809,0.924000025,3.625,1.156999946,23.00300026
8061,2017-01-06 21:00:00,8.975000381,2.545000076,5.68599987,1.101999998,3.411000013,1.218000054,22.0189991
8062,2017-01-06 22:00:00,7.836999893,2.142999887,4.65500021,0.319999993,3.046000004,1.248999953,21.94799995
8063,2017-01-06 23:00:00,6.429999828,1.875,4.762000084,0.711000025,1.613999963,0.639999986,15.61699963
